Bedrooms,Bathrooms,Location,Price
0,,Thika,2900000
2,2.0,Kileleshwa,7000000
4,4.0,Kilimani,13000000
2,3.0,Westlands,25900000
2,2.0,Lavington,10800000
1,1.0,Roysambu,6700000
1,1.0,Kilimani,5500000
1,1.0,Lavington,6500000
2,3.0,Lavington,12000000
1,1.0,Westlands,5800000
3,3.0,Kilimani,12000000
2,2.0,Kilimani,13000000
1,1.0,Lower Kabete,4200000
2,2.0,Riverside,13000000
4,4.0,Kilimani,14600000
4,3.0,Westlands,22000000
2,2.0,Riverside,25000000
2,2.0,Kileleshwa,12500000
3,3.0,Karen,16000000
1,2.0,Westlands,6750000
1,1.0,Westlands,7700000
2,2.0,Kileleshwa,13000000
2,2.0,Kilimani,7600000
4,4.0,Westlands,22200000
1,2.0,Riverside,15000000
2,1.0,Kilimani,7000000
1,1.0,Westlands,7200000
3,4.0,Riverside,13000000
3,2.0,Embakasi,7500000
2,2.0,Westlands,14160000
2,2.0,Lavington,7000000
2,2.0,Westlands,12600000
3,2.0,Embakasi,7500000
3,3.0,Westlands,19500000
1,1.0,Westlands,6500000
0,1.0,Westlands,8000000
3,3.0,Westlands,15100000
3,4.0,Lavington,22200000
2,1.0,Kileleshwa,6900000
2,2.0,Westlands,14880000
3,3.0,Lavington,20000000
4,4.0,Kileleshwa,25000000
2,2.0,Westlands,11700000
2,2.0,Westlands,10000000
2,2.0,Westlands,9000000
3,3.0,Lower Kabete,23700000
4,5.0,Kileleshwa,23000000
2,1.0,Riverside,7900000
2,2.0,Lavington,13500000
3,3.0,Kilimani,13000000
1,2.0,Kileleshwa,6000000
1,1.0,Mombasa Road,4000000
1,1.0,Dagoretti,4000000
2,1.0,Westlands,7900000
2,2.0,Kilimani,8600000
1,1.0,Ngara,4600000
3,3.0,Lavington,13000000
2,2.0,Riverside,25000000
1,1.0,Westlands,8300000
2,2.0,Westlands,14150000
